run_id,metamodule,annotation,folder,run_index,program_index,program_name,description,supporting_genes,supporting_gene_count,significance_score,predicted_impacts
08_Gliosis-hypoxia_run1,8,Gliosis-hypoxia,08_Gliosis-hypoxia,1,3,EGFR-MET Oncogenic Signaling & Feedback,"MET acts with ERRFI1 (negative EGFR feedback) and CAV1 to regulate growth factor signaling, promoting proliferation and invasion; feedback disruption is common in glioblastoma and leads to resistance against targeted therapies.","[""MET"", ""ERRFI1"", ""CAV1""]",3,0.93,"[""amplified cell proliferation"", ""signal feedback disruption"", ""targeted therapy resistance""]"
08_Gliosis-hypoxia_run2,8,Gliosis-hypoxia,08_Gliosis-hypoxia,2,0,Mesenchymal transition & Invasion,"Collective dysregulation of several input genes (RUNX2, ITGB3, CAV1, COL5A1, NOX4, OSMR, TRIB3, EPHA3, LTBP2, CAV1) is tightly linked to the acquisition of mesenchymal states, increased motility, invasiveness, and therapy resistance in glioblastoma through signaling pathways like TGF-beta/NOX4, integrin-ECM adhesion, focal adhesion remodeling, and reorganization of ECM components.","[""RUNX2"", ""NOX4"", ""COL5A1"", ""OSMR"", ""ITGB3"", ""CAV1"", ""TRIB3"", ""LTBP2"", ""EPHA3""]",9,0.97,"[""Increased cell migration and invasion"", ""Therapy resistance"", ""Stem-like program enrichment"", ""Aberrant ECM deposition and reorganization""]"
08_Gliosis-hypoxia_run2,8,Gliosis-hypoxia,08_Gliosis-hypoxia,2,1,Hypoxia and metabolic reprogramming,"Major input genes (HILPDA, BNIP3L, NDRG1, NOX4, HMOX1, ANGPTL4, COL24A1, COL5A1, EPSTI1, LUCAT1) are strongly induced by hypoxia in malignant glioblastoma; these drive adaptation to low oxygen, oxidative stress resistance, altered glycolysis/fatty acid metabolism, and angiogenesis.","[""HILPDA"", ""NOX4"", ""COL5A1"", ""NDRG1"", ""BNIP3L"", ""HMOX1"", ""ANGPTL4"", ""EPSTI1"", ""EHHADH""]",9,0.93,"[""Enhanced survival in low oxygen"", ""Oxidative stress resistance"", ""Metabolic flexibility"", ""Angiogenesis induction""]"
08_Gliosis-hypoxia_run2,8,Gliosis-hypoxia,08_Gliosis-hypoxia,2,2,Growth factor & receptor tyrosine signaling,"Joint upregulation of MET, EPHA3, OSMR, ERRFI1, PRKCH, FAT4, CDON, SHISA6, EPHA1-AS1, and integrin ITGB3 conveys amplified growth signaling via receptor tyrosine kinases, EGFR pathway feedback loops, JAK-STAT, and Hippo pathway alterations in glioblastoma.","[""MET"", ""EPHA3"", ""ERRFI1"", ""OSMR"", ""PRKCH"", ""FAT4"", ""CDON"", ""ITGB3""]",8,0.91,"[""Amplified proliferation signaling"", ""Resistance to EGFR inhibition"", ""Mesenchymal program induction""]"
08_Gliosis-hypoxia_run2,8,Gliosis-hypoxia,08_Gliosis-hypoxia,2,3,Purine and fatty acid metabolism,"Increased expression of nucleotide (AMPD3) and fatty acid metabolism genes (EHHADH, COL5A1, COL24A1, ANGPTL4, NOX4, SLC39A14) supports glioblastoma cell bioenergetics and survival in nutrient-poor microenvironment.","[""AMPD3"", ""EHHADH"", ""NOX4"", ""COL5A1"", ""COL24A1"", ""ANGPTL4"", ""SLC39A14""]",7,0.88,"[""Enhanced nucleotide supply for proliferation"", ""FAO-driven survival in nutrient stress"", ""Chemoresistance""]"
08_Gliosis-hypoxia_run2,8,Gliosis-hypoxia,08_Gliosis-hypoxia,2,4,Cell stress and apoptosis regulation,"BNIP3L, UNC5C, HMOX1, TRIB3, NDRG1, CAV1 coordinate stress and apoptotic/survival pathways, impacting glioblastoma therapy resistance and stemness. BNIP3L, NDRG1 mediate hypoxia-induced autophagy; UNC5C as dependence receptor induces apoptosis in absence of ligand; TRIB3 regulates autophagy and ER stress.","[""BNIP3L"", ""TRIB3"", ""NDRG1"", ""HMOX1"", ""UNC5C"", ""CAV1""]",6,0.82,"[""Therapy resistance via stress adaptation"", ""Increased survival under apoptosis-inducing cues"", ""Stem-like phenotype maintenance""]"
09_Proliferative_2_run1,9,Proliferative 2,09_Proliferative_2,1,0,DNA Replication Licensing & Fork Progression,"Includes MCM family (MCM2,4,5,6,10), CDC45, GINS1, WDHD1, ORC6, RFC2/3, POLE2, POLA1/2, PCNA, CLSPN, CHAF1A/B, ASF1B. These genes together constitute key components for origin licensing, replisome assembly, and elongation machinery. Aberrant activity and overexpression drive rapid DNA replication and replicative stress characteristic of glioblastoma.","[""MCM2"", ""MCM4"", ""MCM5"", ""MCM6"", ""MCM10"", ""CDC45"", ""GINS1"", ""WDHD1"", ""ORC6"", ""RFC2"", ""RFC3"", ""PCNA"", ""ASF1B"", ""CHAF1A"", ""CHAF1B"", ""CLSPN"", ""POLE2"", ""POLA1"", ""POLA2""]",19,0.95,"[""Permissive replication origin licensing and increased fork firing enable rapid proliferation"", ""High replicative stress promoting genome instability"", ""Targets for synthetic lethality in combination therapies""]"
09_Proliferative_2_run1,9,Proliferative 2,09_Proliferative_2,1,1,Cell Cycle Regulation & Checkpoint Control,"Genes such as E2F1, E2F7, CCNE2, FOXM1, CHEK1, CLSPN, CDC45 regulate G1/S transition, S phase progression, and checkpoint enforcement. Glioblastoma displays hyperactivation and dysregulation, permitting uncontrolled division and resistance to genotoxic therapy.","[""E2F1"", ""E2F7"", ""CCNE2"", ""FOXM1"", ""CHEK1"", ""CLSPN"", ""CDC45"", ""CDC45"", ""CDC45"", ""WDR62"", ""SKA3"", ""KIF15"", ""KIF24""]",13,0.87,"[""Accelerated S phase entry and division"", ""Checkpoint evasion promotes survival and chromosomal instability"", ""Potential for synthetic lethality via checkpoint inhibition""]"
09_Proliferative_2_run1,9,Proliferative 2,09_Proliferative_2,1,2,"DNA Damage Response & Repair (HR, FA, TLS)","Fanconi anemia pathway (FANCA, FANCB, FANCI, FANCD2), Homologous recombination (BRCA1/2, RAD51, RAD18, XRCC2, RAD54L, BRIP1), and translesion synthesis (RAD18, POLQ, DNA2, LIG1) genes ensure DNA repair under stress. High expression supports adaptation to genotoxic stress in glioblastoma.","[""FANCA"", ""FANCB"", ""FANCI"", ""FANCD2"", ""BRCA1"", ""BRCA2"", ""RAD54L"", ""RAD51"", ""RAD51AP1"", ""XRCC2"", ""BRIP1"", ""RAD18"", ""POLQ"", ""DNA2"", ""LIG1""]",15,0.88,"[""Enhanced DNA repair capacity supports tumor survival under replicative/genotoxic stress"", ""Facilitates resistance to radiation and chemotherapy"", ""Potential to target as vulnerabilities in therapy""]"
09_Proliferative_2_run1,9,Proliferative 2,09_Proliferative_2,1,3,Chromatin Remodeling & Epigenetic Regulation,"ASF1B, CHAF1A/B, UHRF1, HMGB2, HMGN2, HELLS, ESCO2, ATAD2, DNMT1 and associated factors regulate chromatin structure, histone modification, and DNA methylation. Dysregulation modulates DNA accessibility for replication, transcription, and repair, permitting oncogenic programs.","[""ASF1B"", ""CHAF1A"", ""CHAF1B"", ""UHRF1"", ""HMGB2"", ""HMGN2"", ""HELLS"", ""ESCO2"", ""ATAD2""]",9,0.78,"[""Permissive chromatin states increase accessibility for replication and transcription"", ""Epigenetic silencing of tumor suppressors facilitates glioblastoma progression"", ""Sensitivity to chromatin structure-targeted therapies""]"
09_Proliferative_2_run2,9,Proliferative 2,09_Proliferative_2,2,0,DNA Replication Licensing and Progression,"A large subset of input genes coordinate replication origin licensing, replication fork progression, DNA synthesis, and chromatin assembly in glioblastoma. Overexpression of licensing factors (MCMs, CDC45, GINS1, MCM10, WDHD1, POLA1/2, POLE2, PRIM2, RRM2, LIG1, ASF1B, CHAF1A/B) accelerates S-phase entry and increases replication fork speed. These changes support unchecked proliferation in glioblastoma, often at the cost of increased replication stress, genomic instability, and therapeutic resistance.","[""MCM6"", ""MCM10"", ""CDC45"", ""GINS1"", ""WDHD1"", ""POLE2"", ""POLA1"", ""POLA2"", ""LIG1"", ""CHAF1A"", ""CHAF1B"", ""ASF1B"", ""PCNA"", ""RRM2""]",14,0.95,"[""Accelerated S-phase entry and DNA replication"", ""Increased replication stress and genome instability"", ""Support for high proliferation rate in malignant glioblastoma""]"
09_Proliferative_2_run2,9,Proliferative 2,09_Proliferative_2,2,1,Homologous Recombination and DNA Damage Response,"Coordinated function of FANCD2, FANCA, FANCI, RAD51AP1, RAD54L, XRCC2, BRCA1, BRCA2, EXO1, BRIP1, RAD18 and CHEK1 supports double-strand break repair via homologous recombination and Fanconi anemia pathway, contributing to DNA repair proficiency and chemo- and radioresistance in GBM. These programs enable DNA repair of oncogene-induced damage from rapid proliferation, protecting viability while reinforcing treatment resistance.","[""FANCD2"", ""FANCA"", ""FANCI"", ""RAD51AP1"", ""RAD54L"", ""XRCC2"", ""BRCA1"", ""BRCA2"", ""EXO1"", ""BRIP1"", ""RAD18"", ""CHEK1"", ""CLSPN""]",13,0.9,"[""Enhanced DNA repair and tolerance to replication stress"", ""Increased resistance to genotoxic chemotherapy and radiotherapy"", ""Maintenance of genomic integrity under oncogenic stress""]"
09_Proliferative_2_run2,9,Proliferative 2,09_Proliferative_2,2,2,Mitotic Regulation and Chromosome Segregation,"Aurora B kinase, PLK4, ESPL1, KIF15, KIF24, SPC24, SPC25, CENPU, CENPI, CENPK, CENPP, SKA3, KNTC1, AURKB, VRK1 coordinate mitotic spindle assembly, kinetochore formation, chromosome alignment, separation and cytokinesis in glioblastoma. Overexpression or mutation of these mitosis regulators is common in high-grade glioma, contributing to polyploidy/aneuploidy, rapid cell cycling, and treatment resistance.","[""MASTL"", ""CENPU"", ""CENPK"", ""CENPI"", ""CENPP"", ""SPC24"", ""SPC25"", ""KNTC1"", ""SKA3"", ""KIF15"", ""KIF24"", ""AURKB"", ""PLK4"", ""VRK1""]",14,0.88,"[""Promotion of cell division and rapid proliferation"", ""Chromosomal instability and increased aneuploidy"", ""Resistance to spindle targeting therapeutics""]"
09_Proliferative_2_run2,9,Proliferative 2,09_Proliferative_2,2,3,Cell Cycle Transcriptional Regulation,"E2F family (E2F1, E2F7), FOXM1, MYBL2 (B-MYB), CCNE2, TCF19, PBK, and related genes form a transcriptional program that activates entry into S-phase and G2/M progression in glioblastoma. They coordinate expression of DNA replication, mitosis, and checkpoint genes and mediate adaptation to oncogenic signals. FOXM1 and E2Fs drive cell cycle gene expression and promote proliferation, invasion, stemness, and drug resistance in GBM.","[""E2F1"", ""FOXM1"", ""E2F7"", ""MYBL2"", ""CCNE2"", ""PBK"", ""TCF19""]",7,0.93,"[""Upregulated expression of replication and mitosis genes"", ""Enhanced proliferation and treatment resistance"", ""Increased invasion, stemness, and poor prognosis""]"
09_Proliferative_2_run2,9,Proliferative 2,09_Proliferative_2,2,4,Epigenetic Regulation and Chromatin Remodeling,"UHRF1, HELLS, ATAD2, ASF1B, CHAF1A/CHAF1B, MNBL3, DNA2 and others participate in chromatin remodeling, DNA methylation, and histone modification in glioblastoma. These processes regulate gene expression, facilitate cell cycle progression, and contribute to treatment resistance and cellular adaptation.","[""UHRF1"", ""HELLS"", ""ATAD2"", ""ASF1B"", ""CHAF1A"", ""CHAF1B""]",6,0.89,"[""Epigenetic silencing of tumor suppressors and altered gene expression"", ""Increased proliferation and resistance to therapy"", ""Enhanced adaptability and stemness in glioblastoma""]"
10_AC-gliosis-like_2_run1,10,AC-gliosis-like 2,10_AC-gliosis-like_2,1,0,Mesenchymal Invasion & EMT,"Genes such as POSTN, HMGA2, ITGA3, SERPINE1, EMP1, ANXA2 drive extracellular matrix remodeling, loss of adhesion, invasion and mesenchymal transition in glioblastoma. POSTN/EMP1/ANXA2 anchor mesenchymal subtypes and promote integrin-mediated invasion. HMGA2 supports EMT transcriptional programs. SERPINE1 enhances invasion and correlates with poor-prognosis, acting together with EMT and migration genes.","[""POSTN"", ""HMGA2"", ""SERPINE1"", ""ITGA3"", ""EMP1"", ""ANXA2""]",6,1.0,"[""increased invasion and migration"", ""promotion of mesenchymal phenotype"", ""therapy resistance due to enhanced motility""]"
10_AC-gliosis-like_2_run1,10,AC-gliosis-like 2,10_AC-gliosis-like_2,1,1,Stemness & WNT-Driven Maintenance,"LEF1, WNT16, and HMGA2 are central to maintaining glioblastoma stemness and proliferation through canonical and non-canonical WNT pathways. LEF1 is a transcriptional mediator of WNT signaling, required for stem cell traits and proliferation.","[""LEF1"", ""WNT16"", ""HMGA2""]",3,0.95,"[""increased self-renewal of tumor stem cells"", ""enhanced tumor proliferation and resistance""]"
10_AC-gliosis-like_2_run1,10,AC-gliosis-like 2,10_AC-gliosis-like_2,1,2,Angiogenesis & Microenvironment Interaction,"ANGPT1, ALK, PDGFD, POSTN, COL22A1, COL23A1, COL25A1, COL27A1 and ANXA2, TMEM154 drive angiogenic and microenvironmental cues in glioblastoma. VEGFA-independent mechanisms are engaged by ANGPT1, POSTN and PDGFD.","[""ANGPT1"", ""PDGFD"", ""POSTN"", ""COL22A1"", ""COL23A1"", ""COL25A1"", ""COL27A1"", ""ANXA2"", ""TMEM154""]",9,0.9,"[""promoted tumor vascularization"", ""microenvironment remodeling"", ""increased resistance to anti-angiogenic therapies""]"
10_AC-gliosis-like_2_run1,10,AC-gliosis-like 2,10_AC-gliosis-like_2,1,3,Neuronal-Synaptic & Neurotransmitter Modulation,"Genes such as GRM7, GABBR2, SLC18A1, NTSR1, CAMK2A/2B, and RGS20 modulate neurotransmitter signaling, neuron-glia synaptic interaction, and excitatory/inhibitory balance in glioblastoma. AMPA and GABAergic interactions enable bidirectional synaptic communication influencing proliferation and invasion.","[""GRM7"", ""GABBR2"", ""CAMK2A"", ""CAMK2B"", ""SLC18A1"", ""NTSR1"", ""RGS20""]",7,0.88,"[""increased responsiveness to neuronal activity"", ""modulation of proliferation and invasion via synaptic transmission""]"
10_AC-gliosis-like_2_run1,10,AC-gliosis-like 2,10_AC-gliosis-like_2,1,4,Hypoxia/Metabolic Stress Adaptation,"Genes such as CA2, GDF15, EGR1, TRIB3, RCAN1, and SLC4A4 modulate metabolic adaptation to hypoxia and cellular stress. Carbonic anhydrases and GDF15 regulate pH and apoptosis, EGR1 controls hypoxic gene expression. TRIB3 and RCAN1 contribute to autophagic and stress resistance.","[""CA2"", ""GDF15"", ""EGR1"", ""TRIB3"", ""RCAN1"", ""SLC4A4""]",6,0.83,"[""enhanced cell survival under hypoxia"", ""increased resistance to metabolic stress and therapeutic intervention""]"
10_AC-gliosis-like_2_run2,10,AC-gliosis-like 2,10_AC-gliosis-like_2,2,0,Invasion and Migration Signaling,"Regulated by POSTN, HMGA2, SERPINE1, ANXA2, TRPM8, SPRY proteins (SPRY1/2/4), ITGA3, and EGR1, whose combined roles drive the invasive phenotype in glioblastoma via extracellular matrix remodeling, epithelial-mesenchymal transition, and enhancement of migration machinery. POSTN, SERPINE1, HMGA2, ANXA2, and ITGA3 collaboratively underpin key steps of invasion; TRPM8 and EGR1 also contribute through regulation of intracellular signaling and adhesion; SPRY genes function as modulators of RTK signaling and EMT.","[""POSTN"", ""SERPINE1"", ""HMGA2"", ""ITGA3"", ""ANXA2"", ""FHL2"", ""SPRY1"", ""SPRY2"", ""SPRY4"", ""EGR1""]",10,0.98,"[""Enhanced extracellular matrix degradation and remodeling"", ""Upregulated EMT-driven cell migration"", ""Increased tissue invasion and therapy resistance""]"
10_AC-gliosis-like_2_run2,10,AC-gliosis-like 2,10_AC-gliosis-like_2,2,1,Angiogenesis and Neovascularization,"ANGPT1, VEGFA-pathway genes, POSTN, FHL2, GDF15, ALK, and EPHA3 contribute to pro-angiogenic programs in malignant glioblastoma, facilitating abnormal vessel formation and maintenance. GDF15 and POSTN secreted by tumor or stromal cells stimulate proliferation, survival, and promote neovascularization in hypoxic tumor regions. ALK and EPHA3 pathways enhance vessel stability and tumor expansion via paracrine and autocrine signaling.","[""ANGPT1"", ""POSTN"", ""FHL2"", ""ALK"", ""GDF15"", ""EPHA3""]",6,0.94,"[""Accelerated neovascularization in hypoxic tumor regions"", ""Enhanced vessel permeability and stability"", ""Therapy resistance due to abnormal vascular architecture""]"
10_AC-gliosis-like_2_run2,10,AC-gliosis-like 2,10_AC-gliosis-like_2,2,2,WNT/Stemness Signaling,"LEF1, WNT16, SPRY, FHL2, and HOPX, with supporting lncRNA and homeodomain regulators, interact to promote WNT pathway activation, stem-cell maintenance, and tumor propagation. LEF1 and WNT pathway genes drive self-renewal capability and resistance, particularly in stem-like and mesenchymal GBM. FHL2 further activates β-catenin/WNT signaling.","[""LEF1"", ""WNT16"", ""FHL2"", ""SPRY2"", ""HOPX""]",5,0.9,"[""Promotion of glioblastoma stem cell self-renewal"", ""Enhanced therapy resistance"", ""Propagation of heterogeneity and tumor growth""]"
11_OPC-like_1_run1,11,OPC-like 1,11_OPC-like_1,1,0,Cell Migration and Invasion,"Encompasses activation of cytoskeletal dynamics, ECM remodeling, and integrin/adhesion signaling via upregulation of AFAP1L2, FERMT1, ELMO1, COL4A3/COL4A4, ITGA9, TNS3, ALCAM, PRSS12, and focal adhesion/cytoskeletal regulators. These support aggressive migratory and invasive behaviors fundamental to malignant glioblastoma cells.","[""AFAP1L2"", ""FERMT1"", ""TNS3"", ""ITGA9"", ""COL4A3"", ""COL4A4"", ""ELMO1"", ""PRSS12"", ""ALCAM"", ""PODN""]",10,0.98,"[""Enhanced cytoskeletal dynamics and adhesion-dependent migration"", ""Accelerated ECM breakdown facilitating invasion"", ""Upregulated integrin and focal adhesion machinery driving motility""]"
11_OPC-like_1_run1,11,OPC-like 1,11_OPC-like_1,1,1,Oligodendrocyte/Stem-like Myelination Program,"Includes key drivers of myelin gene expression, oligodendrocyte precursor function, and glioma stemness—BCAS1, MYRF, SOX6, UGT8, CLDN11, FA2H—often hijacked by glioblastoma to fuel growth, plasticity, and stem cell-like properties.","[""BCAS1"", ""MYRF"", ""SOX6"", ""UGT8"", ""CLDN11"", ""FA2H""]",6,0.92,"[""Enhanced lineage plasticity and stem-like features"", ""Upregulation of myelin gene expression enables tumor adaptability"", ""Supports aggressive proliferation and potential resistance to therapy""]"
11_OPC-like_1_run1,11,OPC-like 1,11_OPC-like_1,1,2,"Calcium, Ion Channel, and Synaptic Pathway","Multiple input genes encode voltage-gated calcium channels, synaptic receptor subunits, and ion channel regulators (CACNA1E, TRPC4, ANO3, GSG1L, SLC8A3, KCNIP3, AQP4). These orchestrate dysregulated ionic homeostasis, drive excitatory signaling, and enable tumor proliferation, migration, and neuro-glial network hijacking.","[""CACNA1E"", ""TRPC4"", ""SLC8A3"", ""KCNIP3"", ""GSG1L"", ""ANO3"", ""AQP4"", ""UGT8""]",8,0.87,"[""Promotes dysregulated migration, proliferation, and network formation"", ""Amplifies survival via altered calcium signaling"", ""Enhances invasive behavior through aquaporin regulation""]"
11_OPC-like_1_run1,11,OPC-like 1,11_OPC-like_1,1,3,Angiogenesis and Vascular Remodeling,"Features regulation of angiogenic growth factors, ECM and vessel-related proteins (THSD4, COL4A3, COL4A4, LAMB4, ITGA9, PODN) crucial to neovascularization, blood-brain barrier adaptation, and relapse.","[""THSD4"", ""COL4A3"", ""COL4A4"", ""LAMB4"", ""ITGA9"", ""PODN""]",6,0.86,"[""Promotes vessel formation and aberrant angiogenesis"", ""Facilitates tumor expansion and immune evasion"", ""Enables therapy resistance via vascular remodeling""]"
11_OPC-like_1_run2,11,OPC-like 1,11_OPC-like_1,2,0,Oligodendrocyte Differentiation & Myelin Formation,"This program encompasses genes essential for terminal oligodendrocyte differentiation, myelination gene expression, and mature oligodendrocyte identity. The genes coordinate myelin-specific transcriptional networks critical for CNS myelination and are aberrantly expressed in glioblastoma, potentially reflecting transdifferentiation capacity or tumor-promoting influences from OPCs in the microenvironment.","[""MYRF"", ""SOX6"", ""CLDN11"", ""OMG"", ""MOG"", ""UGT8"", ""BCAS1"", ""FA2H"", ""PLPP4"", ""LRRC7"", ""LRRC3B""]",11,0.92,"[""Enhanced oligodendrocytic differentiation capacity in tumor cells"", ""Transdifferentiation of glioblastoma cells toward oligodendrocyte lineage"", ""Aberrant myelin gene program activation contributing to tumor heterogeneity"", ""Interference with normal OPC function through paracrine signaling""]"
11_OPC-like_1_run2,11,OPC-like 1,11_OPC-like_1,2,1,Extracellular Matrix & Basement Membrane Organization,"Comprehensive ECM remodeling program involving collagen IV chains, adhesion molecules, proteoglycans, and proteases. This program supports tumor invasiveness, vascular permeability, and tissue remodeling characteristic of glioblastoma progression and angiogenesis.","[""COL4A3"", ""COL4A4"", ""COL20A1"", ""LAMB4"", ""ADAMTS17"", ""PAPPA"", ""PRSS12"", ""FERMT1"", ""ITGA9"", ""ALCAM"", ""PCDH15"", ""MDGA2"", ""TNS3"", ""HS6ST2"", ""CHST9""]",15,0.88,"[""Enhanced basement membrane degradation promoting tumor invasiveness"", ""Increased ECM turnover supporting angiogenesis and vascular remodeling"", ""Enhanced integrin signaling promoting glioma cell migration"", ""Altered tissue architecture facilitating perivascular invasion""]"
11_OPC-like_1_run2,11,OPC-like 1,11_OPC-like_1,2,2,Neuregulin-ErbB Receptor Signaling & Growth Promotion,"Ligand-receptor signaling through neuregulin-dependent ErbB activation promoting tumor cell survival, growth, and stemness. ERBB3 is frequently dysregulated in glioblastoma subsets and drives metabolic dependency.","[""ERBB3"", ""VIPR2"", ""CALCRL"", ""FGF12"", ""PDE4A"", ""TRPC4"", ""CACNA1E""]",7,0.78,"[""Enhanced survival through ErbB-PI3K-AKT signaling"", ""Metabolic rewiring dependent on ERBB3 activation"", ""Increased stemness and self-renewal"", ""Resistance to conventional therapies""]"
11_OPC-like_1_run2,11,OPC-like 1,11_OPC-like_1,2,3,Calcium Signaling & Ion Channel Activity,"Coordinated calcium and cation homeostasis regulating neuronal-like excitability, synaptic plasticity, and transcriptional responses critical for glioma cell behavior.","[""CACNA1E"", ""TRPC4"", ""SLC8A3"", ""SLC26A7"", ""KCNIP3"", ""PDE4A"", ""PDE7B"", ""PRKG2"", ""ANO3"", ""ANO4"", ""GSG1L"", ""LRRC7"", ""MDGA2"", ""TACR1""]",14,0.85,"[""Enhanced neuronal-like electrophysiological properties"", ""Calcium-dependent activation of stemness programs"", ""Regulation of glioma cell motility and invasion"", ""Integration into neural circuits""]"
11_OPC-like_1_run2,11,OPC-like 1,11_OPC-like_1,2,4,Cell Cycle Progression & Proliferation Control,"G1/S checkpoint regulation through cyclin-CDK complexes. CCND1 drives G1-S transition, frequently dysregulated in glioblastoma.","[""CCND1"", ""DLL3"", ""DLL1""]",3,0.82,"[""Uncontrolled G1/S progression enabling continuous proliferation"", ""Bypass of retinoblastoma checkpoint"", ""Maintenance of GSC stemness through Notch-DLL signaling"", ""Resistance to differentiation-inducing therapies""]"
11_OPC-like_1_run2,11,OPC-like 1,11_OPC-like_1,2,5,Epithelial-Mesenchymal Transition & Invasion,"EMT-like processes enabling enhanced migratory and invasive phenotypes through altered adhesion, mesenchymal characteristics, and enhanced motility.","[""SLIT1"", ""SEMA3E"", ""ALCAM"", ""PCDH15"", ""TNR"", ""FERMT1"", ""DOCK10"", ""ADAMTS17"", ""TNS3"", ""LRRC3B"", ""LRRC7"", ""BRINP1"", ""DISC1"", ""ITGA9""]",14,0.87,"[""Enhanced migratory capacity enabling infiltrative brain invasion"", ""Increased invasiveness and escape from primary tumor"", ""Therapy-resistant phenotypes through stemness acquisition"", ""Enhanced mechanosensing enabling tissue adaptation""]"
11_OPC-like_1_run2,11,OPC-like 1,11_OPC-like_1,2,6,Lipid Metabolism & Bioenergetics Rewiring,Dysregulated lipid biosynthesis and storage supporting rapid tumor growth. GBM exhibits SREBP-1-driven lipid accumulation.,"[""PLPP4"", ""PLA2G4A"", ""FA2H"", ""GFPT2"", ""UGDH"", ""PLAAT1"", ""UGT8"", ""MYRIP"", ""ATP13A5""]",9,0.84,"[""Rapid cell growth through enhanced membrane synthesis"", ""Ferroptosis resistance through lipid droplet sequestration"", ""Metabolic flexibility and nutritional adaptation"", ""Chemotherapy survival through altered membrane composition""]"
11_OPC-like_1_run2,11,OPC-like 1,11_OPC-like_1,2,7,Hypoxia Response & Angiogenic Signaling,Adaptive responses to hypoxic microenvironment through HIF-1α stabilization and pro-angiogenic pathway activation.,"[""CA10"", ""CALCRL"", ""VIPR2"", ""ADAMTS17"", ""GFPT2"", ""UGDH"", ""FGF12"", ""PDE4A"", ""PLPP4""]",9,0.83,"[""Enhanced survival under hypoxic stress"", ""Activation of pro-angiogenic programs"", ""Metabolic flexibility adapting to hypoxia"", ""Increased stemness and therapeutic resistance""]"
11_OPC-like_1_run2,11,OPC-like 1,11_OPC-like_1,2,8,Cancer Stem Cell Maintenance & Plasticity,Self-renewal and multi-lineage differentiation of glioma stem cells. LIN28B maintains developmental plasticity through let-7 miRNA suppression.,"[""SOX6"", ""LIN28B"", ""DLL3"", ""DLL1"", ""EYA1"", ""MIR503HG"", ""MIR217HG"", ""ERBB3"", ""DISC1""]",9,0.86,"[""Unlimited self-renewal enabling tumor re-initiation"", ""Multi-lineage differentiation potential"", ""Resistance to differentiation-based therapies"", ""Phenotypic plasticity enabling microenvironmental adaptation""]"
11_OPC-like_1_run2,11,OPC-like 1,11_OPC-like_1,2,9,Long Non-Coding RNA Regulatory Networks,"lncRNA-mediated gene regulation affecting GBM progression, therapy resistance, and cellular plasticity.","[""LINC00689"", ""LINC01268"", ""LINC01322"", ""LINC00320"", ""MIR503HG"", ""MIR217HG"", ""FRG1-DT"", ""AC110285.1"", ""AC023282.1"", ""AC068308.1"", ""AC077690.1"", ""AL031293.1"", ""AC104051.2"", ""AL139231.1"", ""AL136114.1"", ""AC005909.2"", ""AL512308.1"", ""C2orf27A"", ""LHFPL3-AS1""]",19,0.76,"[""Fine-tuning of oncogenic pathway activation"", ""Enhanced multidrug resistance"", ""Altered differentiation and stemness"", ""Tumor-promoting transcriptional programs""]"
12_NPC-neuronal-like_3_run1,12,NPC-neuronal-like 3,12_NPC-neuronal-like_3,1,0,Glutamatergic Signaling & Excitotoxicity,"Includes NMDA receptor signaling (GRIN3A), glutamate transport (SLC17A6), synaptic vesicle cycling (SYT1, SV2B, SYNPR), glutamate release and reuptake, contributing to neural excitability and tumor-associated seizures in glioblastoma.","[""GRIN3A"", ""SLC17A6"", ""SYT1"", ""SV2B"", ""SYNPR""]",5,1.0,"[""Enhanced synaptogenic and excitatory signaling capacity"", ""Increased susceptibility to tumor-associated hyperexcitability and seizures"", ""Augmented resistance to radiotherapy via NMDA-dependent pathways""]"
12_NPC-neuronal-like_3_run1,12,NPC-neuronal-like 3,12_NPC-neuronal-like_3,1,1,GABAergic and Neuronal Differentiation,"Markers and regulators of interneuron fate and synaptic inhibition, including GABA-A receptor subunits (GABRA1, GABRB2), classic interneuron fate determinants (DLX6, ARX, LAMP5), and interneuron differentiation regulators (SRRM4, RBFOX3).","[""GABRA1"", ""GABRB2"", ""DLX6"", ""ARX"", ""SRRM4"", ""RBFOX3"", ""LAMP5""]",7,0.9,"[""Impaired inhibitory synaptic control in glioblastoma microenvironment"", ""Potential for tumor-associated epileptiform activity"", ""Presence of neuron-like gene signatures indicating partial differentiation""]"
12_NPC-neuronal-like_3_run1,12,NPC-neuronal-like 3,12_NPC-neuronal-like_3,1,2,Neural Cell Adhesion & Migration,"Cadherins, contactins, and ephrin/ROBO/SLIT pathway molecules (CDH4, CDH12, CDH18, CNTN2, CNTNAP5, EPHA3, EPHA5, EPHA7, ROBO3, SLIT1, FLRT2, NXPH1, CRIM1) regulate cell adhesion, migration, and axon guidance—a core mechanism underlying glioblastoma invasiveness.","[""CDH4"", ""CDH12"", ""CDH18"", ""CNTN2"", ""CNTNAP5"", ""EPHA3"", ""EPHA5"", ""EPHA7"", ""ROBO3"", ""SLIT1"", ""FLRT2"", ""NXPH1"", ""CRIM1""]",13,0.95,"[""Augmented glioblastoma migration, infiltration, and invasion"", ""Potential hijacking of axon guidance cues for tumor dispersal""]"
